id,sloka,translation,
827,puṣkarāhvaśaṭībilvasurasavyoṣahiṅgubhiḥ ||123||  peyānupānaṃ tat peyaṃ kāse vātakaphātmake |  śvāsarogeṣu sarveṣu kaphavātātmakeṣu ca ||124||  iti daśamūlādighṛtam |,"""One should consume a mixture made from the roots of ten plants, including",
828,samūlaphalapatrāyāḥ kaṇṭakāryā rasāḍhake |  ghṛtaprasthaṃ balāvyoṣaviḍaṅgaśaṭicitrakaiḥ ||125||  sauvarcalayavakṣārapippalīmūlapauṣkaraiḥ |  vṛścīrabṛhatīpathyāyavānīdāḍimardhibhiḥ ||126||  drākṣāpunarnavācavyadurālambhāmlavetasaiḥ |  śṛṅgītāmalakībhārgīrāsnāgokṣurakaiḥ pacet ||127||  kalkaistat sarvakāseṣu hikkāśvāseṣu śasyate |  kaṇṭakārīghṛtaṃ hyetat kaphavyādhinisūdanam ||128||  iti kaṇṭakārīghṛtam |,"Prepared from the buds of blue water lily, red water lily, and white lotus, along with other ingredients such as cardamom, lavang, cinnamon, and nutmeg; mixed with honey and sugar; further processed with ingredients like camphor, clove, and cassia bark; combined with various decoctions such as those of draksha (raisins), punarnava, durva, and brihati; and seasoned with peppermint, tamalaki, bhargi, raktakarpura, and krsna pepper: this is kaṇṭakārīghṛta, beneficial in all vata and kapha diseases, alleviating hiccups and other respiratory ailments.",
829,kulattharasayuktaṃ vā pañcakolaśṛtaṃ ghṛtam |  pāyayet kaphaje kāse hikkāśvāse ca śasyate ||129||  iti kulatthādighṛtam |,"The ghee prepared from the sum total of well-ripened fruits, thorns removed, of superior quality, mixed with five kinds of juices, cooked with sugarcane, pomegranate, and other ripe fruits, flavored with cardamom, camphor, and other similar substances, alleviates hiccups and breathlessness in kaphaja diseases. Indeed, this is called ""ghee prepared from the best of families.""",
830,dhūmāṃstāneva dadyācca ye proktā vātakāsinām |  kośātakīphalānmadhyaṃ pibedvā samanaḥśilam ||130||,"If instructed, one should feed a person affected by vātakapha (a type of respiratory disorder) with a drink made from the middle portion of kuṣmāṇḍa fruit and ghee, mixed with the juice of panca-kola and kulattha fruits. This is said to alleviate hiccups and breathlessness.",
831,tamakaḥ kaphakāse tu syāccet pittānubandhajaḥ |  pittakāsakriyāṃ tatra yathāvasthaṃ prayojayet ||131||  vāte kaphānubandhe tu kuryāt kaphaharīṃ kriyām |  pittānubandhayorvātakaphayoḥ pittanāśinīm ||132||  ārdre virūkṣaṇaṃ śuṣke snigdhaṃ vātakaphātmake |  kāse'nnapānaṃ kaphaje sapitte tiktasaṃyutam ||133||  iti kaphajakāsacikitsā |,"For phlegmatic constitution, if it is bound by wind or bile, one should perform activities that reduce kapha (phlegm) and eliminate the cause. If wind and phlegm are dominant, causing emaciation, one should drink a decoction of equal parts of dried mango kernel and sugarcandy. This is the treatment for ailments caused by an imbalance of phlegm.",
832,kāsamātyayikaṃ matvā kṣatajaṃ tvarayā jayet |  madhurairjīvanīyaiśca balamāṃsavivardhanaiḥ ||134||  pippalī madhukaṃ piṣṭaṃ kārṣikaṃ sasitopalam |  prāsthikaṃ gavyamājaṃ ca kṣīramikṣurasastathā ||135||  yavagodhūmamṛdvīkācūrṇamāmalakādrasaḥ |  tailaṃ ca prasṛtāṃśāni tat sarvaṃ mṛdunā'gninā ||136||  pacellehaṃ ghṛtakṣaudrayuktaḥ sa kṣatakāsahā |  śvāsahṛdrogakārśyeṣu hito vṛddhe'lparetasi ||137||,"If one perceives that there is a disorder in the body caused by phlegm , then one should apply a treatment accordingly. In the same way, if there is a disorder caused by wind , then one should use a remedy that will reduce both wind and phlegm. If there is a heating and drying condition in the body, then one should use an oily and nourishing substance. When phlegm is dominant and causing disease, one should consider using pippali, madhuka, kārṣika, sasitopala, prāsthika, gavyamāja, kṣīramikṣura, yava, godhūma, mṛdunā'gninā, and taila. These substances, when cooked with ghee and oil, are useful in treating diseases caused by an imbalance of phlegm and wind, such as shvāsa, hṛdroga, kārśyeṣu, vṛddhe, and alparetasi.",
833,kṣatakāsābhibhūtānāṃ vṛttiḥ syāt pittakāsikī |  kṣīrasarpirmadhuprāyā saṃsarge tu viśeṣaṇam ||138||  vātapittārdite'bhyaṅgo gātrabhede ghṛtairhitaḥ |  tailairmārutarogaghnaiḥ pīḍyamāne ca vāyunā ||139||  hṛtpārśvārtiṣu pānaṃ syājjīvanīyasya sarpiṣaḥ |  sadāhaṃ kāsino raktaṃ ṣṭhīvataḥ sabale'nale ||140||  māṃsocitebhyaḥ kṣāmebhyo lāvādīnāṃ rasā hitāḥ |  tṛṣṇārtānāṃ payaśchāgaṃ śaramūlādibhiḥ śṛtam ||141||  rakte srotobhya āsyādvā'pyāgate kṣīrajaṃ ghṛtam |  nasyaṃ pānaṃ yavāgūrvā śrānte kṣāme hatānale ||142||  stambhāyāmeṣu mahatīṃ mātrāṃ vā sarpiṣaḥ pibet |  kuryādvā vātarogaghnaṃ pittaraktāvirodhi yat ||143||  nivṛtte kṣatadoṣe tu kaphe vṛddha uraḥ kṣate |  dālyate kāsino yasya sa dhūmānnā pibedimān ||144||  dve mede madhukaṃ dve ca bale taiḥ kṣaumalaktakaiḥ |  vartitairdhūmamāpīya jīvanīyaghṛtaṃ pibet ||145||  manaḥśilāpalāśājagandhātvakkṣīrināgaraiḥ |  bhāvayitvā pibet kṣaumamanu cekṣuguḍodakam ||146||  piṣṭvā manaḥśilāṃ tulyāmārdrayā vaṭaśuṅgayā |  sasarpiṣkaṃ pibeddhūmaṃ tittiripratibhojanam ||147||  bhāvitaṃ jīvanīyairvā kuliṅgāṇḍarasāyutaiḥ |  kṣaumaṃ dhūmaṃ pibet kṣīraṃ śṛtaṃ cāyoguḍairanu ||148||  iti kṣatajakāsacikitsā |,"By considering the suitable and timely treatment, one should conquer injury-induced ailments with sweet and life-sustaining substances such as sugar, meat that strengthens muscles, long pepper, honey, rice, barley, wheat, munakka, green gram, Phyllanthus emblica (amalaki) oil, and ghee prepared with cow's milk. These should be cooked properly with moderate heat and combined with rock salt. This is the treatment for kasaja, helpful in alleviating cough, consumption, debility, and other respiratory issues.",
834,sampūrṇarūpaṃ kṣayajaṃ durbalasya vivarjayet |  navotthitaṃ balavataḥ pratyākhyāyācaret kriyām ||149||  tasmai bṛṃhaṇamevādau kuryādagneśca dīpanam |  bahudoṣāya sasnehaṃ mṛdu dadyādvirecanam ||150||  śampākena trivṛtayā mṛdvīkārasayuktayā |  tilvakasya kaṣāyeṇa vidārīsvarasena ca ||151||  sarpiḥ siddhaṃ pibedyuktyā kṣīṇadeho viśodhanam |  (hitaṃ taddehabalayorasya saṃrakṣaṇaṃ matam ) ||152||  pitte kaphe ca saṅkṣīṇe parikṣīṇeṣu dhātuṣu |  ghṛtaṃ karkaṭakīkṣīradvibalāsādhitaṃ pibet ||153||  vidārībhiḥ kadambairvā tālasasyaistathā śṛtam |  ghṛtaṃ payaśca mūtrasya vaivarṇye kṛcchranirgame ||154||  śūne savedane meḍhre pāyau saśroṇivaṅkṣaṇe |  ghṛtamaṇḍena madhunā'nuvāsyo miśrakeṇa vā ||155||  jāṅgalaiḥ pratibhuktasya vartakādyā bileśayāḥ |  kramaśaḥ prasahāścaiva prayojyāḥ piśitāśinaḥ ||156||  auṣṇyāt pramāthibhāvācca srotobhyaścyāvayanti te |  kaphaṃ śuddhaiśca taiḥ puṣṭiṃ kuryātsamyagvahanrasaḥ ||157||,"The nourishment for the various bodily constituents should be selected according to their specific qualities. For those who are weakened by vata disorders, ghee is recommended; for those with pitta disorders, take buttermilk; for kapha disorders, use honey. When there is a mixture of doshas or when there is pain in the heart region, always opt for ghee. In case of diarrhea, drink hot water; if constipated, consume butter milk; and if there are obstructions in the digestive tract, consume cow's urine mixed with honey. For bleeding disorders, use a concoction made from sendana, madhuka, and kulattha. In case of poisoning or alcohol intoxication, mix together equal parts of powdered barley, candy sugar, and water. For mental disorders, consume dhūmra prepared with bala, tila, and vasa. Consume ghee in large quantities when there is excessive thirst or when the doshas are aggravated due to the change of seasons. Use honey in small quantities for nourishing the body. In case of intoxication caused by consumption of fish, meat, or alcohol, consume a mixture of kulinga andanda with kshudra patra. For diseases caused by an excess of bile, use a mixture of madana, tila, and triphala. Use castor oil for constipation and to alleviate vata disorders. In case of poisoning, consume a mixture of haritala, yavakshara, and gomutra. For skin diseases, consume a mixture made from the bark of madhuka tree with honey and water. These are some of the therapeutic uses of various food items and drinks as per Ayurvedic principles.",
835,dvipañcamūlītriphalācavikābhārgicitrakaiḥ |  kulatthapippalīmūlapāṭhākolayavairjale ||158||  śṛtairnāgaraduḥsparśāpippalīśaṭipauṣkaraiḥ |  kalkaiḥ karkaṭaśṛṅgyā ca samaiḥ sarpirvipācayet ||159|| siddhai'smiṃścūrṇitau kṣārau dvau pañca lavaṇāni ca |  dattvā yuktyā pibenmātrāṃ kṣayakāsanipīḍitaḥ ||160||  iti dvipañcamūlādighṛtam |,"Perfecting one's own form by abandoning the decay of the weak and adopting the strength of the newly arisen, one should perform actions for him. First, make Agni bright and eliminate excess flaws with gentleness. When the six tastes along with the two salts have been reduced through a mixture with the powder of sesame seeds and the juices of kidney beans, rice cakes, karkataki fruit, and milk have been drunk with the fibers of kidney beans or belleric myrobalan, then one may consume food. After eating, the excrement becomes solidified, urine acquires a yellowish tint, and flatulence occurs; these signs indicate that the digestion process has begun. As the digested food moves through the intestines, it stimulates the srotas, causing Kapha to be expelled through sweating, which purifies the doshas and leads to proper nourishment.",
836,guḍūcīṃ pippalīṃ mūrvāṃ haridrāṃ śreyasīṃ vacām |  nidigdhikāṃ kāsamardaṃ pāṭhāṃ citrakanāgaram ||161||  jale caturguṇe paktvā pādaśeṣeṇa tatsamam |  siddhaṃ sarpiḥ pibedgulmaśvāsārtikṣayakāsanut ||162||  iti guḍūcyādighṛtam |,"By grinding together equal parts of guḍūcī, pippalī, mūrvā, haridrā, śreyasī vacā, nidigdhikā, kāsa marda, pāṭha, citraka, nāgara, and adding kulattha, pippalī mula, pāṭhā, kola, yavaiḥ, shṛtaiḥ, nāgaraduḥ, sparśā, pippalī śaṭi, pauṣkari, kalkaiḥ, karkaṭa śṛṅg, ca, sarpir vipācayet. Mix this with siddha, asmiṃś, cūrṇitau, kṣārau, pañca, lavaṇāni. Adding water and reducing it to half, when kāsa nipīḍitaḥ, one should consume it in proper measure for its curative effects. Thus, the preparation beginning with guḍūcī is described.",
837,kāsamardābhayāmustapāṭhākaṭphalanāgaraiḥ |  pippalīkaṭukādrākṣākāśmaryasurasaistathā ||163||  akṣamātrairghṛtaprasthaṃ kṣīradrākṣārasāḍhake |  pacecchoṣajvaraplīhasarvakāsaharaṃ śivam ||164||  dhātrīphalaiḥ kṣīrasiddhaiḥ sarpirvā'pyavacūrṇitam |  dviguṇe dāḍimarase vipakvaṃ vyoṣasaṃyutam ||165||  pibedupari bhaktasya yavakṣāraghṛtaṃ naraḥ |  pippalīguḍasiddhaṃ vā cchāgakṣīrayutaṃ ghṛtam ||166||  etānyagnivivṛddhyarthaṃ sarpīṃṣi kṣayakāsinām |  syurdoṣabaddhakoṣṭhoraḥsrotasāṃ ca viśuddhaye ||167||,"With a mixture of Guḍūcī, Pippalī, Mūrvā, Haridrā, Śreyasī, Vacā, and Nidigdhikā in a cup of water, filtered through a cloth, properly cooked and mixed with Siddha milk from a cow that eats only Kāsa grass, one should drink it to alleviate the eight forms of Kṣaya (consumption), along with disorders of the throat and chest. Such a mixture, prepared with Guḍūcī as the main ingredient, is beneficial for improving digestion, relieving bloating, and promoting longevity.",
838,harītakīryavakvāthadvyāḍhake viṃśatiṃ pacet |  svinnā mṛditvā tāstasmin purāṇaṃ guḍaṣaṭpalam ||168||  dadyānmanaḥśilākarṣaṃ karṣārdhaṃ ca rasāñjanāt |  kuḍavārdhaṃ ca pippalyāḥ sa lehaḥ śvāsakāsanut ||169||  iti harītakīlehaḥ |,"""One should cook haritaki, belleric myrobalan, and bel fruit with twenty measures of water, a handful each of chebulic myrobalan, pippali, dried ginger, liquorice, rock salt, and sugar in a decoction. Add equal parts of cured long pepper, dried ginger, and pippali rinds to it. This is known as haritaki lehya. A person suffering from indigestion, diarrhea, fever, skin diseases, all disorders, poison, or those who seek longevity should eat this with ghee, honey, and sugarcane juice, mixed with curd for the benefit of agni, to reduce doshas binding the intestines, stomach, and channels, and for their purification.""",
839,śvāvidhaḥ sūcayo dagdhāḥ saghṛtakṣaudraśarkarāḥ |  śvāsakāsaharā barhipādau vā kṣaudrasarpiṣā ||170||,"""One should boil Haritaki and Yava twenty-four times, adding to it a previously prepared decoction of",
840,eraṇḍapatrakṣāraṃ vā vyoṣatailaguḍānvitam |  lihyādetena vidhinā surasairaṇḍapatrajam ||171||,"""Let the oblation, prepared with mustard seed, pungent taste and accompanied by curd, be offered according to rule to the lord of the elephants in the heavenly realm.""",
841,drākṣāpadmakavārtākapippalīḥ kṣaudrasarpiṣā |  lihyāttryūṣaṇacūrṇaṃ vā purāṇaguḍasarpiṣā ||172||,"Made of rice flour, leaves of Drākṣā fruit, rock salt, and sesame oil, or with old clarified butter, this should be consumed as a remedy for eye diseases.",
842,citrakaṃ triphalājājī karkaṭākhyā kaṭutrikam |  drākṣāṃ ca kṣaudrasarpirbhyāṃ lihyādadyādguḍena vā ||173||,"Should Citraka, adorned with the three types of fruits, instead mix powder made from old Karkataka or, having crushed licorice and barley, add sugar or clarified butter to it.",
843,padmakaṃ triphalāṃ vyoṣaṃ viḍaṅgaṃ suradāru ca |  balāṃ rāsnāṃ ca tulyāni sūkṣmacūrṇāni kārayet ||174||  sarvairebhiḥ samaṃ cūrṇaiḥ pṛthak kṣaudraṃ ghṛtaṃ sitām |  vimathya lehayellehaṃ sarvakāsaharaṃ śivam ||175||  jīvantīṃ madhukaṃ pāṭhāṃ tvakkṣīrīṃ triphalāṃ śaṭīm |  mustaile padmakaṃ drākṣāṃ dve bṛhatyau vitunnakam ||176|| sārivāṃ pauṣkaraṃ mūlaṃ karkaṭākhyāṃ rasāñjanam |  punarnavāṃ loharajastrāyamāṇāṃ yavānikām ||177||  bhārgīṃ tāmalakīmṛddhiṃ viḍaṅgaṃ dhanvayāsakam |  kṣāracitrakacavyāmlavetasavyoṣadāru ca ||178||,"Prepare today with a mixture of three fruits, including citraka, triphala, and ājāja; two types of sharp and pungent karkaṭa-akhyā herbs; drākṣā; sarpirbhyām; and guḍena.",
844,cūrṇīkṛtya samāṃśāni lehayet kṣaudrasarpiṣā |  cūrṇātpāṇitalaṃ pañca kāsānetad vyapohati ||179||  iti padmakādilehaḥ |,"Having reduced the eight petal-like portions of the lotus-like *padmakam* into fine powder, one should evenly mix it with cow's ghee, refined sugar, and liquified jaggery. This mixture, when consumed, destroys impurities in the body, nourishes all tissues, is sweet, agreeable, life-giving, and rejuvenating. It also enhances appetite, improves digestion, and eliminates toxins, while promoting strength, complexion, and intellect.",
845,lihyānmaricacūrṇaṃ vā saghṛtakṣaudraśarkaram |  badarīpatrakalkaṃ vā ghṛtabhṛṣṭaṃ sasaindhavam ||180||,"Should one squeeze out the curds mixed with fine flour and water, or should they simply crush tulasi leaves on a patra of badari, along with rock salt and saunf, and mix it all with ghee?",
846,svarabhede ca kāse ca lehametaṃ prayojayet |  patrakalkaṃ ghṛtairbhṛṣṭaṃ tilvakasya saśarkaram ||181||  peyā cotkārikā ccharditṛṭkāsāmātisāranut |  gaurasarṣapagaṇḍīraviḍaṅgavyoṣacitrakān |  sābhayān sādhayettoye yavāgūṃ tena cāmbhasā ||182||  sasarpirlavaṇāṃ kāse hikkāśvāse sapīnase |  pāṇḍvāmaye kṣaye śothe karṇaśūle ca dāpayet ||183||,"For the root cause of ailment being pepper, one should consume a paste made from roasted barley flour, rock salt, and a pinch of long pepper powder mixed with honey and ghee. One should also consume a mixture of licorice, black salt, and roasted cumin powder in hot water. Additionally, for reducing swelling in the ear, one should apply a paste made from roasted barley flour, licorice, rock salt, and boiled juice from the bark of a banyan tree.",
