id,sloka(iast),translation
903,jarāvyādhipraśamanaṃ smṛtimedhākaraṃ param|  āyuṣyaṃ pauṣṭikaṃ dhanyaṃ svaravarṇaprasādanam||27||  paramojaskaraṃ caitat siddhamaindraṃ rasāyanam|  nainat prasahate kṛtyā nālakṣmīrna viṣaṃ na ruk||28||  śvitraṃ sakuṣṭhaṃ jaṭharāṇi gulmāḥ plīhā purāṇo viṣamajvaraśca|  medhāsmṛtijñānaharāśca rogāḥ śāmyantyanenātibalāśca vātāḥ||29||  (ityaindraṃ rasāyanam)|,"This precious aindra rasayana alleviates senility and diseases, promotes memory and intellect, enhances life span, and provides nourishment, excellence, clarity of voice, complexion, ojas and immunity. Magic spells, poison and pains cannot resist its effect. This Rasayana alleviates leucoderma, leprosy, abdominal diseases, gulma, spleenomegaly, chronic intermittent fever and the disease taking away intellect, memory and knowledge and also the severe vatika disorders. [24-29]"
904,maṇḍūkaparṇyāḥ svarasaḥ prayojyaḥ kṣīreṇa yaṣṭīmadhukasya cūrṇam| raso guḍūcyāstu samūlapuṣpyāḥ kalkaḥ prayojyaḥ khalu śaṅkhapuṣpyāḥ||30||  āyuḥpradānyāmayanāśanāni balāgnivarṇasvaravardhanāni|  medhyāni caitāni rasāyanāni medhyā viśeṣeṇa caśaṅkhapuṣpī||31||  (itimedhyarasāyanāni)|,"Consumption of mandukaparni juice, the powder of yashtimadhu with milk, the juice of guduchi along with its roots and flowers and the paste of shankhapushpi – these Rasayana drugs are life promoting, disease alleviating, promoters of strength, agni, complexion, voice and are intellect promoting. Of them shankhapushpi is specifically intellect promoting. [30-31]"
905,pañcāṣṭau sapta daśa vā pippalīrmadhusarpiṣā|  rasāyanaguṇānveṣī samāmekāṃ prayojayet||32||  tisrastisrastu pūrvāhṇe bhuktvā'gre bhojanasya ca|  pippalyaḥ kiṃśukakṣārabhāvitā ghṛtabharjitāḥ||33||,"The individuals desirous of Rasayana effect should take pippali in number of five, seven, eight or ten with honey and ghee for a year. Three pippali fruits should be taken in the morning, after meal and before meal. These fruits should first be impregnated with alkali of palasha and then fried in ghee."
906,prayojyā madhusammiśrā rasāyanaguṇaiṣiṇā|  jetuṃ kāsaṃ kṣayaṃ śoṣaṃ śvāsaṃ hikkāṃ galāmayān||34||  arśāṃsi grahaṇīdoṣaṃ pāṇḍutāṃ viṣamajvaram|  vaisvaryaṃ pīnasaṃ śophaṃ gulmaṃ vātabalāsakam||35||  (iti pippalīrasāyanam)|,"These should be taken with honey by those who want Rasayana effect particularly in order to alleviate cough, wasting, phthisis, dyspnea, hiccup, throat disorders, piles, disorders of grahani, paleness, intermittent fever, disorders of voice, chronic rhinitis, swelling, gulma and vatabalasaka. [32-35]"
907,kramavṛddhyā daśāhāni daśapaippalikaṃ  dinam|  vardhayet payasā sārdhaṃ tathaivāpanayetpunaḥ||36||  jīrṇe jīrṇe ca bhuñjīta ṣaṣṭikaṃ kṣīrasarpiṣā|  pippalīnāṃ sahasrasya prayogo'yaṃrasāyanam||37||  piṣṭāstā balibhiḥ sevyāḥ śṛtā madhyabalairnaraiḥ|  cūrṇīkṛtā hrasvabalairyojyā doṣāmayān prati||38||,"Ten pippali should be taken with milk on the first day. From the second day onwards up to the tenth day ten fruits should be increased daily. From the eleventh day the number of fruits should be decreased gradually in the same order till it comes to ten. After the medicine is digested the person should take shashtika rice with ghee extracted from milk. Thus the use of pippali in total number of one thousand is Rasayana in effect. The pippali fruits should be taken by the persons with high strength in the form of paste, by those with medium strength in that of decoction and by those with low strength in the form of powder keeping in view the doshas and diseases. "
908,daśapaippalikaḥ śreṣṭho madhyamaḥ ṣaṭprakīrtitaḥ|  prayogo yastriparyantaḥ sa kanīyān sacābalaiḥ||39||  bṛhaṇaṃ svaryamāyuṣyaṃ plīhodaravināśanam|  vayasaḥ sthāpanaṃ medhyaṃ pippalīnāṃ rasāyanam||40||  (iti pippalīvardhamānaṃ rasāyanam)|,"The initial use of ten pippali fruits is maximum, that of six is medium and that of three is minimum. These numbers are also applicable according to the degree of strength of the patient. The Rasayana use of pippali is bulk promoting, beneficial for voice and life span, alleviates spleen enlargement, sustains age and promotes intellect. [36-40]"
909,jaraṇānte'bhayāmekāṃ prāgbhuktād dve bibhītake|  bhuktvā tu madhusarpirbhyāṃ catvāryāmalakāni ca||41||  prayojayan samāmekāṃ triphalāyā rasāyanam|  jīvedvarṣaśataṃ pūrṇamajaro'vyādhireva ca||42||  (iti triphalārasāyanam)|,"One haritaki after digestion, two bibhitaka before meal and four amalaki after meal should be taken with honey and ghee for a year. This triphala rasayana helps a person live for one hundred years free from senility and disease. (41-42)"
910,traiphalenāyasīṃ pātrīṃ kalkenālepayennavām|  tamahorātrikaṃ lepaṃ pibetkṣaudrodakāplutam||43||  prabhūtasnehamaśanaṃ jīrṇe tatra praśasyate|  ajaro'ruk samābhyāsājjīveccaiva samāḥ śatam||44||  (iti triphalārasāyanamaparam)|,A new iron plate should be pasted with the paste of triphala. After twenty-four hours this paste should be collected and dissolved in honey water and consumed. After the medicine is digested one should take a meal with plenty of fat. By observing this procedure for a year one lives one hundred years free from senility and illness. [43-44]
911,madhukena tugākṣīryā pippalyā kṣaudrasarpiṣā|  triphalā sitayā cāpi yuktā siddhaṃ rasāyanam||45||  (iti triphalārasāyanamaparam)|,"Triphala mixed with madhuka, tugaksheeri, pippali along with honey and ghee or triphala with sugar is an effective Rasayana. [45]"
912,sarvalauhaiḥ suvarṇena vacayāmadhusarpiṣā|  viḍaṅgapippalībhyāṃ ca triphalā lavaṇena ca||46||  saṃvatsaraprayogeṇa medhāsmṛtibalapradā|  bhavatyāyuḥpradā dhanyājarāroganibarhaṇī||47||  (iti triphalārasāyanamaparam)|,"Triphala along with all six metals including gold, vacha or with vidanga and pippali or with lavana taken with honey and ghee for a year promotes intellect, memory and strength, longevity and excellence and relieves senility and diseases. [46-47]"
913,anamlaṃ ca kaṣāyaṃ ca kaṭu pāke śilājatu|  nātyuṣṇaśītaṃ dhātubhyaścaturbhyastasyasambhavaḥ||48||  hemnaśca rajatāttāmrādvarāt kṛṣṇāyasādapi|  rasāyanaṃ tadvidhibhistadvṛṣyaṃ tacca roganut||49||  vātapittakaphaghnaiśca niryūhaistat subhāvitam|  vīryotkarṣaṃ paraṃ yāti sarvairekaikaśo'pi vā||50||,"Shilajatu originates from four metals – gold, silver, copper and black iron and is slightly sour, astringent in taste, katu in vipaka and is moderate in veerya. This is Rasayana in effect and if applied methodically it is aphrodisiac and alleviates diseases. Its potency enhances if it is impregnated with decoction of drugs alleviating vata, pitta and kapha either singly or in combination. [48-50]"
914,prakṣiptoddhṛtamapyenat punastat prakṣipedrase|  koṣṇe saptāhametena vidhinā tasya bhāvanā||51||  pūrvoktena vidhānena lohaiścūrṇīkṛtaiḥ saha|  tat pītaṃ payasā dadyāddīrghamāyu sukhānvitam||52||,"Shilajatu is impregnated by dipping it in lukewarm decoction and then taking it out at the end of the day, repeating the process for a week. Shilajatu mixed with ashed metals should be taken with milk by the prescribed method. "
915,jarāvyādhipraśamanaṃ dehadārḍhyakaraṃ param|  medhāsmṛtikaraṃ dhanyaṃ kṣīrāśī tat prayojayet||53||  prayogaḥ saptasaptāhāstrayaścaikaśca saptakaḥ|  nirdiṣṭastrividhastasya paro madhyo'varastathā||54||  palamardhapalaṃ karṣo mātrā tasya tridhā matā |,"This formulation provides happy long life, retards aging and disease, stabilizes the body, and promotes intellect and memory and excellence if taken with milk diet. The method of use is threefold viz. for seven weeks, three weeks and one week regarded as maximum, medium and minimum. The dose also is of three grades – 40 gms, 20 gms and 10 gms. [51-55]"
916,jāterviśeṣaṃ savidhiṃ tasya vakṣyāmyataḥ param||55|| hemādyāḥ sūryasantaptāḥ sravanti giridhātavaḥ|  jatvābhaṃ mṛdumṛtsnācchaṃ yanmalaṃ tacchilājatu||56||  madhuraśca satiktaśca japāpuṣpanibhaśca yaḥ|  kaṭurvipāke śītaśca sa suvarṇasya nisravaḥ ||57||  rūpyasya kaṭukaḥ śvetaḥ śītaḥ svādu vipacyate|  tāmrasya barhikaṇṭhābhastiktoṣṇaḥ pacyate kaṭu ||58||  yastu guggulukābhāsastiktako lavaṇānvitaḥ|  kaṭurvipāke śītaśca sarvaśreṣṭhaḥ sa cāyasaḥ ||59||,"Specific characters according to the source and the method of administration will be explained now. The rocky ores of gold etc., when heated by the sun ooze a material like lac, soft, smooth and clear. This is shilajatu. Shilajatu obtained from gold ore is sweet, slightly bitter, having color like japa flower, pungent in vipaka and sheeta veerya. That obtained from silver ore is pungent, white, cold and sweet in vipaka. Shilajatu obtained from copper ore is like peacock neck, bitter, hot and pungent in vipaka. That which is like gugguluka is the best of all."
917,gomūtragandhayaḥ sarve sarvakarmasu yaugikāḥ|  rasāyanaprayogeṣu paścimastu viśiṣyate ||60||  yathākramaṃ vātapitte śleṣmapitte kaphe triṣu|  viśeṣataḥ praśasyante malā hemādidhātujāḥ ||61||," All types of shilajatu smell like cow urine and are applicable in all conditions. However, in the use of Rasayana, the last one is preferred, the above types of shilajatu are useful in vata-pitta, kapha-pitta, kapha and tridosha respectively. [55-61]"
918,śilājatuprayogeṣu vidāhīni gurūṇi ca|  varjayet sarvakālaṃ tu kulatthān  parivarjayet||62||  te hyatyantaviruddhatvādaśmano bhedanāḥ param|  loke dṛṣṭāstatasteṣāṃ prayogaḥpratiṣidhyate||63||  payāṃsi takrāṇi rasāḥ sayūṣāstoyaṃ samūtrā vividhāḥ kaṣāyāḥ|  āloḍanārthaṃ girijasya śastāste te prayojyāḥ prasamīkṣyakāryam||64||,"One should avoid vidahi and heavy substances particularly horse gram during consumption of shilajatu. Horse gram, due to exceedingly contradictory nature, breaks the stones as seen in the practice that is why its use is contraindicated. Milk, buttermilk, meat soup, vegetables soups, water, urine and various decoctions are used for dissolving shilajatu according to the object."
919,na so'sti rogo bhuvi sādhyarūpaḥ śilāhvayaṃ yaṃ na jayet prasahya|  tat kālayogairvidhibhiḥ prayuktaṃ svasthasya corjāṃ vipulāṃ dadāti||65||  (iti śilājaturasāyanam)|,There is no disease in the world which is not overcome by shilajatu. It also provides great energy to the healthy person if used methodically as prescribed.  [62-65]
920,tatraślokaḥ  karapracitike pāde daśa ṣaṭ ca maharṣiṇā|  rasāyanānāṃ siddhānāṃ saṃyogāḥ samudāhṛtāḥ||66||,Now the summing up verses –  In the quarter on hand plucked amalaki fruits sixteen Rasayana formulations have been described by the great sages. [66]
921,ityagniveśakṛte tantre carakapratisaṃskṛte cikitsāsthāne rasāyanādhyāye karapracitīyo nāma rasāyanapādastṛtīyaḥ||3||,Thus ends the third quarter on hand plucked (amalaki fruits) in the chapter on Rasayana in Chikitsa Sthana in the treatise composed by Agnivesha and redacted by Charak. [3]
922,athāta āyurvedasamutthānīyaṃ rasāyanapādaṃ vyākhyāsyāmaḥ||1||  iti ha smāha bhagavānātreyaḥ||2||,"Now we shall expound the fourth quarter ""Ayurvedasamutthaniyam Rasayana Pada"". Thus said Lord Atreya. [1-2]  Note: This section deals with uplifting science of life (Ayurveda)."
923,tacchrutvā vibudhapativacanamṛṣayaḥ sarva evāmaravaramṛgbhistuṣṭuvuḥ prahṛṣṭāśca tadvacanamabhinananduśceti||5||,"After listening to the wisdom of the king of gods, all the rishis praised the precepter with incantations and applauded his statement with great pleasure. [5]"
924,bhavanti cātra  divyānāmoṣadhīnāṃ yaḥ prabhāvaḥ sa bhavadvidhaiḥ| śakyaḥ soḍhumaśakyastu syāt soḍhumakṛtātmabhiḥ||8||  oṣadhīnāṃ prabhāveṇa tiṣṭhatāṃ sve ca karmaṇi|  bhavatāṃ nikhilaṃ śreyaḥ sarvamevopapatsyate||9||  vānaprasthairgṛhasthaiśca prayatairniyatātmabhiḥ|  śakyā oṣadhayo hyetāḥ sevituṃ viṣayābhijāḥ||10||,Here are the verses –  The therapeutic impact of divine herbs can be sustained only by the individuals like you and not by those with uncontrolled self. By the effect of these herbs you will attain all desired merits while on your normal duties. The herbs growing in sacred lands can be utilized by forest dwellers as well as by householders as duly prescribed with self restraint. [8-10]
925,yāstu kṣetraguṇaisteṣāṃ madhyamena ca karmaṇā|  mṛduvīryatarāstāsāṃ vidhirjñeyaḥ sa eva tu||11||  paryeṣṭuṃ tāḥ prayoktuṃ vā ye'samarthāḥ sukhārthinaḥ|  rasāyanavidhisteṣāmayamanyaḥ praśasyate||12||,"These divine herbs produce milder effect in case of different habitat, subject and mode of administration through the method of intake in the same for all. The individuals with luxurious living who are unable to search or use these herbs should resort to the other methods of Rasayana which are described below. [11-12]"
926,balyānāṃ jīvanīyānāṃ bṛṃhaṇīyāśca yā daśa|  vayasaḥ sthāpanānāṃ ca khadirasyāsanasya ca||13||  kharjūrāṇāṃ madhūkānāṃ mustānāmutpalasya ca|  mṛdvīkānāṃ viḍaṅgānāṃ vacāyāścitrakasya ca||14||  śatāvaryāḥ payasyāyāḥ pippalyā joṅgakasya ca|  ṛdhdyā nāgabalāyāśca dvāradāyā dhavasya ca||15||  triphalākaṇṭakāryośca vidāryāścandanasya ca|  ikṣūṇāṃ śaramūlānāṃ śrīparṇyāstiniśasya ca||16||  rasāḥ pṛthak pṛthaggrāhyāḥ palāśakṣāra eva ca|  eṣāṃ palonmitān bhāgān payo gavyaṃ caturguṇam||17||,"Ten herbs of strength promoting, vitality promoting, bulk promoting and age sustaining groups, khadira, beejaka, kharjura, madhuka, musta, utpala, mridveeka,  vidanga, vacha, chitraka, shatavari, payasya, pippali, aguru, riddhi, nagabala, shaka, dhava, triphala, kanthakari, vidari, chandana, ikshu, roots of shara, gambhari and tinisha – juice of all these drugs and palasha kshara should be taken in the quantity of 40 gms each."
927,dve pātre tilatailasya dve ca gavyasya sarpiṣaḥ|  tat sādhyaṃ sarvamekatra susiddhaṃ snehamuddharet||18||  tatrāmalakacūrṇānāmāḍhakaṃ śatabhāvitam |  svarasenaiva dātavyaṃ kṣaudrasyābhinavasya ca||19||  śarkarācūrṇapātraṃ ca prasthamekaṃ pradāpayet|  tugākṣīryāḥ sapippalyāḥ sthāpyaṃ sammūrcchitaṃ ca tat||20||,"Cow milk four times, tila oil and cow ghee each 5.12 kg, should be added to it and cooked together. After it is well cooked, the fatty preparation should be brought down. 2.56 kg each of amalaka powder impregnated hundred times with amalaka juice, fresh honey and powdered sugar 640 gms each of vamshalochana and pippali should be mixed together well. "
928,sucaukṣe mārtike kumbhe māsārdhaṃ ghṛtabhāvite|  mātrāmagnisamāṃ tasya tata ūrdhvaṃ prayojayet||21||  hematāmrapravālānāmayasaḥ sphaṭikasya ca|  muktāvaidūryaśaṅkhānāṃ cūrṇānāṃ rajatasya ca||22||  prakṣipya ṣoḍaśīṃ mātrāṃ vihāyāyāsamaithunam|  jīrṇe jīrṇe ca bhuñjīta ṣaṣṭikaṃ kṣīrasarpiṣā||23||,"The preparation should be kept in a well cleansed earthen pot smeared with ghee for a fortnight. Then the dose as per the digestive capacity should be used mixing it with powder of gold, copper, coral, iron, quartz, pearl, cats eye, conch and silver in 1/16 quantity. During the period of medication the patient should avoid exertion and sexual intercourse and should take diet of shashtika rice along with ghee extracted from milk after the previous meal is digested."
