id,sloka,translation,Unnamed: 3
882,asya mātrāṃprayuñjīta yoparundhyānna bhojanam|  asya prayogāccyavanaḥsuvṛddho'bhūtpunaryuvā||72||  medhāṃ smṛtiṃ kāntimanāmayatvamāyuḥprakarṣaṃ balamindriyāṇām|  strīṣu praharṣaṃ paramagnivṛddhiṃ varṇaprasādaṃpavanānulomyam||73|| rasāyanasyāsya naraḥ prayogāllabheta jīrṇo'pi kuṭīpraveśāt|  jarākṛtaṃ rūpamapāsya sarvaṃ bibharti rūpaṃ navayauvanasya||74|| (iti cyavanaprāśaḥ)|,"""It is declared that the enhancer, named Śvāsa, increases in a special way the strength of the depleted, the aged, and the young, as well as the vigor of the vital air, the complexion, the intelligence, the memory, the charm, the life span, the strength, and the senses of a person. Even the aging process, causing deterioration of the form, is cast off, and one maintains the beauty of youth. (cyavanaprāśaḥ)""",
883,bhavanticātra yathā'marāṇāmamṛtaṃ yathā bhogavatāṃsudhā|  tathā'bhavanmaharṣīṇāṃ rasāyanavidhipurā||78|| na jarāṃ na ca daurbalyaṃ nāturyaṃ nidhanaṃ na ca|  jagmurvarṣasahasrāṇi rasāyanaparāḥ purā||79||  na kevalaṃ dīrghamihāyuraśnute rasāyanaṃ yovidhivanniṣevate|  gatiṃ sa devarṣiniṣevitāṃ śubhāṃ prapadyate brahma tatheti cākṣayam||80||,"Like immortality for the aging and nectar for those enjoying worldly pleasures, so has become the wise Prayogaccyavanuvrddhopanisat for the use of meditation, enhancing intellect, memory, and joy in women. He delights in increasing Agnivrddhivarnapavananulomyas, the taste of which is ""you are"" in one who engages in it. A man should seek to obtain it, even if worn out from entering a hut, for it bestows a form free from old age, as one who causes fresh youth to be born bears everything.",
884,tatraślokaḥ  abhayāmalakīye'smin ṣaḍyogāḥ parikīrtitāḥ|  rasāyanānāṃ siddhānāmāyuryairanuvartate||81||,"Here in this context, the six yogic practices described in the Amrta-malaki text are mentioned. Just as the nectar of immortality was obtained in ancient times by following the proper procedures for the gods, so too is a long life and the attainment of auspicious goals achieved by one who follows this teaching. The one who abides by this teaching, partakes of its essence. Such a person, like a god or sage, attains an eternal goal.",
885,ityagniveśakṛte tantre carakapratisaṃskṛtecikitsāsthānerasāyanādhyāye'bhayāmalakīyo nāma rasāyanapādaḥ prathamaḥ||1||,"In this treatise, the first chapter of the section on therapies, called ""Abhayamalaki,"" mentions two compounds: ""shatyogah"" and ""rasayanayanam,"" referring to the six methods that contribute to the formation of therapeutic compounds and the group of therapeutic procedures, respectively. The verse explains that one who follows these methods and procedures promotes longevity.",
886,athātaḥ prāṇakāmīyaṃ rasāyanapādaṃ vyākhyāsyāmaḥ||1||  iti ha smāha bhagavānātreyaḥ||2||,"Now we shall explain the first part of the recipe, which is related to rejuvenation, of the Agnivesa tantra, as revised by Caraka. It starts as ""Abhayamalaki,"" which is the name of the first rejuvenating recipe.",
887,bhallātakatailapātraṃ sapayaskaṃ madhukena kalkenākṣamātreṇa śatapākaṃ kuryāditi samānaṃ pūrveṇa||15||  (iti bhallātakatailam)|,"Then, we will explain the procedure of preparing a certain type of rejuvenating potion, as described by the sage Ātreya: ""The consumer of life force (prāṇa-kāmī), who desires to consume the specified portion of bhallātaka and taila, should cook it with madhuka honey and a measure of kalka for a hundred units of time."" This was declared in the past.",
888,bhallātakasarpiḥ bhallātakakṣīraṃ bhallātakakṣaudraṃ guḍabhallātakaṃ bhallātakayūṣaḥ bhallātakatailaṃ bhallātakapalalaṃ bhallātakasaktavaḥ bhallātakalavaṇaṃbhallātakatarpaṇam iti bhallātakavidhānamuktaṃ bhavati||16||,"""Designate the bhallātaka cup, using only a hundred grains of madhuka and kalka, as prescribed in the past.""",
889,bhavanticātra  bhallātakāni tīkṣṇāni pākīnyagnisamānica| bhavantyamṛtakalpāni prayuktāni yathāvidhi||17||  ete daśavidhāstveṣāṃ prayogāḥparikīrtitāḥ|  rogaprakṛtisātmyajñastān prayogān prakalpayet||18||,"These are the ten uses of bhallātaka, as has been described: bhallātaka fruits, juices, and powders, as well as bhallātaka applied to the eyes, mixed with ghee, prepared as a decoction, burned to ash, prepared with salt, or made into a paste; one should use these as appropriate for various ailments of one's own nature, as prescribed by a healer.",
890,kaphajo na sa rogo'sti na vibandho'sti kaścana|  yaṃ na bhallātakaṃ hanyācchīghraṃ medhāgnivardhanam||19||  (iti bhallātakavidhiḥ)|  prāṇakāmāḥ purā jīrṇāścyavanādyā maharṣayaḥ|  rasāyanaiḥ śivairetairbabhūvuramitāyuṣaḥ||20||  brāhmaṃ tapo brahmacaryamadhyātmadhyānameva ca|  dīrghāyuṣo yathākāmaṃ sambhṛtya tridivaṃ gatāḥ||21||  tasmādāyuḥprakarṣārthaṃ prāṇakāmaiḥsukhārthibhiḥ|  rasāyanavidhiḥ sevyo vidhivatsusamāhitaiḥ||22||,"Those who make use of these, referred to in the scripture as ""bhallataka,"" which when quickly applied, sharpened, and kindled like a fire, have a life-prolonging effect, are free from disease and fetters. For instance, ancient sages such as Cyavana, by making use of these and other life-prolonging substances, became long-lived. Therefore, one should carefully follow the instructions for preparing and using these substances, which bestow longevity, for the benefit of one's own health and happiness.",
891,tatra ślokaḥ  rasāyanānāṃ saṃyogāḥ siddhābhūtahitaiṣiṇā|  nirdiṣṭāḥ prāṇakāmīye saptatriṃśanmaharṣiṇā ||23||,"The verse says: ""There, the arrangement of the delight-giving medicinal herbs has been declared as effective for well-being by the great sage, who burns away, with his intelligence, the disease and bondage that is called 'kaphaja' \*, and who, desiring to prolong life, offers oblations to Agni, performs austerities, follows the path of self-control, meditation, and the Brahmanical way of life, and takes long life as his goal, in accordance with his desire, having brought together the three worlds.** Therefore, one should duly serve those delight-giving medicinal herbs, which are akin to the path laid out by the scriptures, in a composed and focused manner.""

\* 'Kaphaja': A term from Ayurveda, one of India's traditional systems of medicine, that refers to a particular type of disease or imbalance in the body associated with an excess of 'kapha', one of three 'doshas' or bodily humors, whose qualities include heaviness, cold, and moisture.

** The three worlds: This could refer to the physical, mental, and spiritual planes of existence, or perhaps to the three realms of earth, atmosphere, and heaven, or to some other tripartite division of reality. The exact meaning is not clear from the context, but it seems to suggest a comprehensive or all-encompassing scope for the practices and goals mentioned in this verse.",
892,ityagniveśakṛte tantre carakapratisaṃskṛte cikitsāsthāne rasāyanādhyāye prāṇakāmīyo nāma rasāyanapādo dvitīyaḥ||2||,"In this treatment section of the Caraka text, regarding cikitsa sthana, as a compounding of the second part of rasayana adhyaya, there are seven Thirty Maha Rishis who have become accomplished, well-being, and indicated as being desirous of life.",
893,athātaḥ karapracitīyaṃ rasāyanapādaṃvyākhyāsyāmaḥ||1||  iti ha smāha bhagavānātreyaḥ||2||,"Now, we shall explain the second part of the treatment, which is the pada of rasayana, in this context described in the Caraka tantra, which has been compiled for the sake of those desiring to prolong life. Who is that skilled physician who knows this?",
894,bhavanticātra  etadrasāyanaṃ pūrvaṃ vasiṣṭhaḥkaśyapo'ṅgirāḥ| jamadagnirbharadvājo bhṛguranye ca tadvidhāḥ||4||  prayujya prayatā muktāḥ śramavyādhijarābhayāt| yāvadaicchaṃstapastepustatprabhāvānmahābalāḥ||5||  idaṃ rasāyanaṃ cakre brahmā vārṣasahasrikam|  jarāvyādhipraśamanaṃ buddhīndriyabalapradam||6||  (ityāmalakāyasaṃ brāhmarasāyanam)|,"Now, we will explain this elixir-like scripture. Thus, the illustrious Ātreya had said: ""Free from fatigue, ailments, old age, and fear, those who wish to become powerful should make use of this elixir, created by Brahmā himself, which has the ability to prevent aging and diseases, and enhances intellect and physical strength.""",
895,tapasā brahmacaryeṇa dhyānena praśamena ca|  rasāyanavidhānena kālayuktena cāyuṣā||7||  sthitā maharṣayaḥ pūrvaṃ nahikiñcidrasāyanam|  grāmyānāmanyakāryāṇāṃ sidhyatyaprayatātmanām||8||,"The great sages, Atre, Vasistha, Kaśyapa, Agni, Bharata, Vaja, Bhṛgu, and others, in the past, never resorted to indulgence in worldly pleasures. Only through austerity, celibacy, meditation, tranquility, proper diet, and timely regulation of one's lifespan do they become established. Pray, utilize these disciplined, liberated, and strong individuals, free from exhaustion, disease, aging, and fear, for spiritual growth, as they have accomplished great feats. Brahma created this soothing concoction of diet, intellect, and strength, which they skillfully employ.",
896,saṃvatsaraṃ payovṛttirgavāṃ madhye vaset sadā|  sāvitrīṃ manasā dhyāyan brahmacārī yatendriyaḥ||9||,"With austerities, meditating on Brahma, O sage, always established through the observance of brahmacarya, calmly, together with rasayana treatment, arranged according to the proper time, endowed with life span, the great sages of yore did not resort to any worldly rasayana, not even slightly, for those who are not striving for success.",
897,saṃvatsarānte pauṣīṃ vā māghīṃ vā phālgunīṃ tithim|  tryahopavāsī śuklasya praviśyāmalakīvanam||10||  bṛhatphalāḍhyamāruhya drumaṃ śākhāgataṃ phalam|  gṛhītvā pāṇinā tiṣṭhejjapan brahmāmṛtāgamāt||11||  tadā hyavaśyamamṛtaṃ vasatyāmalake kṣaṇam|  śarkarāmadhukalpāni snehavanti mṛdūni ca||12||  bhavantyamṛtasaṃyogāttāni yāvanti bhakṣayet|  jīvedvarṣasahasrāṇi tāvantyāgatayauvanaḥ||13||  sauhityameṣāṃ gatvā tu bhavatyamarasannibhaḥ|  svayaṃ cāsyopatiṣṭhante śrīrvedā vāk ca rūpiṇī||14||  (iti kevalāmalakarasāyanam)|,"At the end of the year, during the months of Pausa, Magha, or Phalguna, one who engages in a fast on three consecutive days, enters the kusa grass hut on the eleventh day of the moon's waxing phase, climbs the large-fruited banyan tree, plucks a ripe fruit while standing, and eats it, will surely reside in amrta (the deathless state) for a moment during that very instant. As long as one consumes these fruits, they will become free from aging for as many thousands of years as they have consumed fruits. By attaining union with these, one becomes similar to amrta, and Lakshmi, the embodiment of the Vedas, will reside in them. (This is the description of Kevalamalakarasayana).",
898,triphalāyā rase mūtre gavāṃ kṣāre ca lavaṇe|  krameṇaceṅgudīkṣāre kiṃśukakṣāra eva ca||15||  tīkṣṇāyasasya patrāṇi vahnivarṇāni sādhayet |  caturaṅguladīrghāṇi tilotsedhatanūni ca||16|| jñātvā tānyañjanābhāni sūkṣmacūrṇāni kārayet|  tāni cūrṇāni madhunā rasenāmalakasya ca||17||  yuktāni lehavat kumbhe sthitāni ghṛtabhāvite|  saṃvatsaraṃ nidheyāni yavapalle tathaivaca||18||,During,
899,dadyādāloḍanaṃ māse sarvatrāloḍayan budhaḥ|  saṃvatsarātyaye tasya prayogo madhusarpiṣā||19||  prātaḥ prātarbalāpekṣī sātmyaṃ jīrṇe ca bhojanam|  eṣa eva ca lauhānāṃ prayogaḥ samprakīrtitaḥ||20||,"A learned person should mix, at the beginning of every month, fruit pulp in water for the cows in the pasture, adding salt in a measured quantity. In the same way, they should cause finely ground, subtle substances like ingudi, kimsuka, and tiksna iron particles, and pastes made from añjana and sūkṣma cūrṇā of āmalaka, mixed with madhu, to be applied to the bodies of horses and elephants, kept in a pot in ghṛta, before use in the coming year. Indeed, this has been declared as the proper usage of iron.",
900,दद्यादालोडनं मासे सर्वत्रालोडयन् बुधः।  संवत्सरात्यये तस्य प्रयोगो मधुसर्पिषा॥१९॥  प्रातः प्रातर्बलापेक्षी सात्म्यं जीर्णे च भोजनम्।  एष एव च लौहानां प्रयोगः सम्प्रकीर्तितः॥२०॥,"A wise person should give anointment oil every month, as well as massage it throughout the body. The practice of consuming honey and ghee should be done at the beginning of the day, at dawn, regularly, and during meals when one's body becomes weak. This method has been highly praised for iron as well.",
901,नाभिघातैर्न चातङ्कैर्जरयान च मृत्युना।  स धृष्यः स्याद्गजप्राणः सदा चातिबलेन्द्रियः॥२१॥  धीमान् यशस्वी वाक्सिद्धः श्रुतधारी महाधनः।  भवेत् समां प्रयुञ्जानो नरो लौहरसायनम्॥२२॥  अनेनैव विधानेन हेम्नश्च रजतस्यच।  आयुःप्रकर्षकृत्सिद्धः प्रयोगः सर्वरोगनुत्॥२३॥  (इति लौहादिरसायनम्)।,"Only an elephant-strong person, endowed with courage, not harmed by blows or fears, by old age or death, should use this iron-mash method, striving to become a resourceful speaker, intelligent, famous, possessing a treasure, utilizing it equally, and gaining increased lifespan like gold and silver.",
