id,sloka,translation,Unnamed: 3
876,sādhyamaudumbare pātre tat sarvaṃ mṛdunā'gninā|  jñātvālehyamadagdhaṃ ca śītaṃ kṣaudreṇa saṃsṛjet||51||  kṣaudrapramāṇaṃ snehārdhaṃ tat sarvaṃ ghṛtabhājane|  tiṣṭhetsammūrcchitaṃ tasya mātrāṃ kāle prayojayet||52||  yā noparundhyādāhāramekaṃ mātrā jarāṃprati|  ṣaṣṭikaḥ payasā cātra jīrṇe bhojanamiṣyate||53||,"Having determined the remainder of the medicine, first divide it into ten equal parts. Then, consume one part of it with Haritaki and all Amlaka fruits, as well as all other edible fruits. Grind together the remaining equal parts with ghee that has been cooled down to a semi-solid state, using a pestle in a mortar. At the appropriate time, apply this preparation to the patient. Consume one part of this mixture daily, neither exceeding nor falling short of this measure, as doing so may lead to aging or deterioration of the remaining food mixture.",
877,vaikhānasā vālakhilyāstathā cānye tapodhanāḥ|  rasāyanamidaṃ prāśyababhūvuramitāyuṣaḥ||54||  muktvā jīrṇaṃ vapuścāgryamavāpustaruṇaṃ vayaḥ|  vītatandrāklamaśvāsā nirātaṅkāḥ samāhitāḥ||55||,"Offering this elixir, regarded as a means of liberation, to the ascetics such as Vaikhānasas, Valakhilyas, and others who diligently seek penance, one should do so having understood all aspects of the Audumbari pot. They, after discarding their old, worn-out bodies, become youthful and radiant, freed from fatigue, sleep, and distractions, with their senses fully controlled. At the time of consuming food, one should present a measured quantity of ghee mixed with a quarter part of sneha in front of them. They do not desire more than a measure of food at a time, and even this gets reduced during old age. Here, jīrṇe refers to the elixir that has grown old due to disuse over time, losing its effectiveness and thus becoming unsuitable for consumption.",
878,medhāsmṛtibalopetāścirarātraṃ tapodhanāḥ|  brāhmaṃ tapo brahmacaryaṃ ceruścātyantaniṣṭhayā||56||  rasāyanamidaṃ brāhmamāyuṣkāmaḥ prayojayet|  dīrghamāyurvayaścāgryaṃ kāmāṃśceṣṭān samaśnute||57||  (iti brāhmarasāyanam)|,"Indeed, certain individuals, endowed with wisdom, memory, and strength, steadfastly engaging in night-long austerities and celibacy, should cause others to undertake this Brahma tapas. This Brahma rasa, when consumed, grants long life, excellence, fulfillment of desires, control over vital airs, elimination of fatigue, freedom from languor, and perfect mental focus. (Thus ends the Brahma Rasayana.)",
879,bhavanti cātra  idaṃ rasāyanaṃ brāhmaṃ maharṣigaṇasevitam|  bhavatyarogo dīrghāyuḥ prayuñjāno mahābalaḥ||59|| kāntaḥ prajānāṃsiddhārthaścandrādityasamadyutiḥ|  śrutaṃ dhārayate sattvamārṣaṃ cāsya pravartate||60||  dharaṇīdharasāraśca vāyunā samavikramaḥ|  sa bhavatyaviṣaṃ cāsya gātre sampadyate viṣam||61||  (iti dvitīyaṃ brāhmarasāyanam)|,"Scholars versed in the spiritual path, endowed with intelligence, memory, strength, wealth, and austerity, indeed partake of this Brahminical elixir, which is served here. By doing so, they become free from illness, gain longevity, and engage in majestic actions. They become the desirable fulfillment of people's aspirations, shining like the combined brilliance of the sun and the moon. Their intellect, now established in the scriptural teachings, retains and nurtures their pure consciousness. The essence of the earth, combined with that of air, permeates their body, eliminating impurities and establishing a healthy balance within. (Chapter 2, Brahmarasayana)",
880,bilvo'gnimanthaḥ śyonākaḥ kāśmaryaḥ pāṭalirbalā|  parṇyaścatasraḥ pippalyaḥ śvadaṃṣṭrā bṛhatīdvayam||62||  śṛṅgī tāmalakī drākṣā jīvantī puṣkarāguru|  abhayā cāmṛtā ṛddhirjīvakarṣabhakau śaṭī||63||  mustaṃ punarnavā medā sailā candanamutpalam|  vidārī vṛṣamūlāni kākolī kākanāsikā||64||  eṣāṃ palonmitān bhāgāñchatānyāmalakasya ca|  pañca dadyāttadaikadhyaṃ jaladroṇe vipācayet||65||,"By becoming the revered drink, ""Soma,"" praised by the assembly of great seers, served to Atri, becoming a source of health and longevity for people, carrying the virtues and fame of Chandra and Diti, holding the essence of truth, initiating the sacred flow within the body, becoming the equal strength of the wind, becoming the irregular growth on the body, these are the transformations undergone by the juices of the following: Bilva, Agnimantha, Śyonāka, Kāśmarya, Pāṭali, Balā, Parṇya (fourfold), Pippalya, Śvadaṃṣṭrā, Bṛhatī (twice), Śṛṅgī, Tāmalakī, Drākṣā, Jīvantī, Puṣkara-aguru, Abhayā, Cāmṛtā-ṛddhirjīvakarṣabhakau, Śaṭī, Musta, Punarnavā, Medā, Sā, Elā, Candana, Utpala, Vidārī, Vṛṣa-mūlāni, Kākolī, Kāka-nāsikā. Of these, one sixth of Pala, Unmitān, Bhāgān, Śatāni, belonging to Āmalaka, along with five more, should be offered in a golden vessel during the ablution process.",
881,jñātvā gatarasānyetānyauṣadhānyatha taṃ rasam|  taccāmalakamuddhṛtya niṣkulaṃ tailasarpiṣoḥ||66||  paladvādaśake bhṛṣṭvā dattvā cārdhatulāṃ bhiṣak|  matsyaṇḍikāyāḥ pūtāyā lehavatsādhu sādhayet||67||  ṣaṭpalaṃ madhunaścātra siddhaśīte pradāpayet|  catuṣpalaṃ tugākṣīryāḥ pippalīdvipalaṃ tathā||68||  palamekaṃ nidadhyācca tvagelāpatrakeśarāt|  ityayaṃ cyavanaprāśaḥ paramukto rasāyanaḥ||69||,"Having understood these other medicinal plants such as bilva, agnimantha, shyonaka, etc., one should extract the tasteless pulp of amalaki, rid of impurities and seeds. Then, it should be mixed with an equal quantity of sesame oil, heated in a paladwaasa, and given to a patient. One should further administer six palmfuls each of honey, sugar, musta, punarnava, meda, sa, ela, Chandan, utpala, vidari, vrisa roots, kakoli, and kaka's naasika, as well as the powdered equal parts of these in hundred (of amalaki). This, described as Cyavana prāśaḥ, is a renowned rasāyana.",
882,kāsaśvāsaharaścaiva viśeṣeṇopadiśyate|  kṣīṇakṣatānāṃ vṛddhānāṃ bālānāṃcāṅgavardhanaḥ||70||  svarakṣayamurorogaṃ hṛdrogaṃ vātaśoṇitam|  pipāsāṃ mūtraśukrasthān doṣāṃścāpyapakarṣati||71||,"""The one known as Cyavana has specially described a healer as follows: For those who are debilitated by wasting diseases or afflicted by ailments such as consumption, abdominal swelling, heart disease, impurities in the blood, and thirst, the juice of āmalaka fruits is extracted, mixed with sesame oil and ghee, and divided into sixteen parts. One part of this mixture, when combined with a fish from the matsyaṇḍika species, serves as a remedy. Following this, a prepared medicine consisting of madhuña, siddha śīta, tugākṣīryā, pippalī, two parts of ilā leaves, and keśarāt is consumed. The āmalaka fruit's juice is highly acclaimed as a remarkable rejuvenating therapy.""",
883,asya mātrāṃprayuñjīta yoparundhyānna bhojanam|  asya prayogāccyavanaḥsuvṛddho'bhūtpunaryuvā||72||  medhāṃ smṛtiṃ kāntimanāmayatvamāyuḥprakarṣaṃ balamindriyāṇām|  strīṣu praharṣaṃ paramagnivṛddhiṃ varṇaprasādaṃpavanānulomyam||73|| rasāyanasyāsya naraḥ prayogāllabheta jīrṇo'pi kuṭīpraveśāt|  jarākṛtaṃ rūpamapāsya sarvaṃ bibharti rūpaṃ navayauvanasya||74|| (iti cyavanaprāśaḥ)|,"The one who is proficient in imparting instruction should make use of this means to strengthen the vital breath (prana) that may be weakened, damaged, or excessive in the elderly, children, and the infirm. This method eliminates decay and diseases caused by imbalances in wind, bile, phlegm, and other bodily humors. It also removes the causes of thirst, urine, and semen impurities. Indeed, when properly applied to a weakened person, this practice rejuvenates them, making them appear youthful and full of vitality.",
884,bhavanticātra yathā'marāṇāmamṛtaṃ yathā bhogavatāṃsudhā|  tathā'bhavanmaharṣīṇāṃ rasāyanavidhipurā||78|| na jarāṃ na ca daurbalyaṃ nāturyaṃ nidhanaṃ na ca|  jagmurvarṣasahasrāṇi rasāyanaparāḥ purā||79||  na kevalaṃ dīrghamihāyuraśnute rasāyanaṃ yovidhivanniṣevate|  gatiṃ sa devarṣiniṣevitāṃ śubhāṃ prapadyate brahma tatheti cākṣayam||80||,"Just as nourishment is obtained by mortals from food and enjoyers from nectar, in the same way, the great sages found the elixir of life in their practices. They did not experience aging, weakness, impotence, death, or any other decline in faculties for thousands of years, for they had adopted the practice that brings rejuvenation, enhancing intelligence, memory, beauty, vigor, complexion, strength, joy with women, agni (digestive fire), semen, and luster. Indeed, whoever correctly practices this method, even if their body is old, becomes youthful again, casting off all signs of aging and preserving all their faculties.",
885,tatraślokaḥ  abhayāmalakīye'smin ṣaḍyogāḥ parikīrtitāḥ|  rasāyanānāṃ siddhānāmāyuryairanuvartate||81||,"In this context, the six yogic practices referred to in the Abhayāmalakīya are described as elixirs of supernatural abilities for those who follow them. Just as the nectar grants immortality to the celestial beings, these practices, when followed in accordance with scriptural guidelines, lead one to attain the sacred and auspicious destination of the gods, endowing an infinite lifespan like that of Brahma.",
886,ityagniveśakṛte tantre carakapratisaṃskṛtecikitsāsthānerasāyanādhyāye'bhayāmalakīyo nāma rasāyanapādaḥ prathamaḥ||1||,"In the section of the treatise concerning fire rituals, composed by Caraka, the initial chapter of the therapeutics book is named ""Abhayamalakii,"" as it is the first part of the compound words, derived from the six therapeutic approaches described, which promote fearlessness and longevity.",
887,athātaḥ prāṇakāmīyaṃ rasāyanapādaṃ vyākhyāsyāmaḥ||1||  iti ha smāha bhagavānātreyaḥ||2||,"""Now we of noble intent shall explain this treatment for preserving life, as was previously stated by Bhagavan Atreya in the authoritative Caraka Samhita, which includes a description of āmalakī's therapeutic use.""",
888,bhallātakatailapātraṃ sapayaskaṃ madhukena kalkenākṣamātreṇa śatapākaṃ kuryāditi samānaṃ pūrveṇa||15||  (iti bhallātakatailam)|,"Now, you should cook the rejuvenating concoction, referred to as bhallātakatailapātra, using one hundred equal parts of madhuka and kalkeya, each weighed using a mass equal to a single mustard seed, as instructed by Lord Atreya in the past.",
889,bhallātakasarpiḥ bhallātakakṣīraṃ bhallātakakṣaudraṃ guḍabhallātakaṃ bhallātakayūṣaḥ bhallātakatailaṃ bhallātakapalalaṃ bhallātakasaktavaḥ bhallātakalavaṇaṃbhallātakatarpaṇam iti bhallātakavidhānamuktaṃ bhavati||16||,"The method for preparing bhallātaka is described as follows: one should cook it with a hundred akṣas of madhuka oil, as well as kalka made from bhallātaka fruits, roots, bark, sap, kṣaudra, flowers, and saktu. Additionally, one should add one paTRA of bhallātaka tila oil. This is the recipe for bhallātaka as previously mentioned.",
890,bhavanticātra  bhallātakāni tīkṣṇāni pākīnyagnisamānica| bhavantyamṛtakalpāni prayuktāni yathāvidhi||17||  ete daśavidhāstveṣāṃ prayogāḥparikīrtitāḥ|  rogaprakṛtisātmyajñastān prayogān prakalpayet||18||,"These are the ten methods of using bhallataka: applying the ripened fruits, extracting the juice, tapping the milky sap, drawing out the latex, using the root, bark, leaf, flower, and the whole plant, as described. One should apply these methods appropriately, making use of them in a medicinal capacity according to the specific nature of the ailment.",
891,kaphajo na sa rogo'sti na vibandho'sti kaścana|  yaṃ na bhallātakaṃ hanyācchīghraṃ medhāgnivardhanam||19||  (iti bhallātakavidhiḥ)|  prāṇakāmāḥ purā jīrṇāścyavanādyā maharṣayaḥ|  rasāyanaiḥ śivairetairbabhūvuramitāyuṣaḥ||20||  brāhmaṃ tapo brahmacaryamadhyātmadhyānameva ca|  dīrghāyuṣo yathākāmaṃ sambhṛtya tridivaṃ gatāḥ||21||  tasmādāyuḥprakarṣārthaṃ prāṇakāmaiḥsukhārthibhiḥ|  rasāyanavidhiḥ sevyo vidhivatsusamāhitaiḥ||22||,"Here, the kaphaja illness does not exist, nor does any constraint; nothing at all impedes one who, being sharp and powerful, does not swiftly destroy this bhallataka. The sages of yore, desiring length of life, consumed this, prepared via auspicious methods, together with brahmacarya, tapas, and introspection. Therefore, for the purpose of enhancing lifespan, one should carefully follow, in accordance with the rules, the regimen of using bhallataka, being mindful and attentive.",
892,tatra ślokaḥ  rasāyanānāṃ saṃyogāḥ siddhābhūtahitaiṣiṇā|  nirdiṣṭāḥ prāṇakāmīye saptatriṃśanmaharṣiṇā ||23||,"In that context, the sage Saptatriṃśa has outlined the formation of combinations for rejuvenative substances (rasāyanānāṃ), which, when accomplished, bring about optimal health and well-being. These combinations, having been elaborated, serve to eliminate afflictions such as kaphaja rogaḥ and vibandhaḥ through methods that enhance intelligence, agni, brahma tapas, and atmic dhyana. Moreover, following this method leads to a long life, fulfillment of desires, and happiness in accordance with one's wishes. Therefore, it is recommended to follow the guidelines for using rasāyana substances appropriately.",
893,ityagniveśakṛte tantre carakapratisaṃskṛte cikitsāsthāne rasāyanādhyāye prāṇakāmīyo nāma rasāyanapādo dvitīyaḥ||2||,"In the section concerning fire rituals, compiled by Caraka, in the therapeutic context, specifically in the rejuvenation chapter, the second type of rejuvenation is described for those seeking to enhance their vitality and longevity, as revealed by the sage. (Refining the basic translation using morphological tags and word splits.)",
